DateKey,DepartmentKey,BedsAvailable,BedsOccupied,OccupancyRate
20250331,3,45,33,0.7333
20250401,3,45,39,0.8667
20250402,3,45,38,0.8444
20250403,3,45,36,0.8
20250404,3,45,41,0.9111
20250405,3,45,33,0.7333
20250406,3,45,37,0.8222
20250407,3,45,42,0.9333
20250408,3,45,42,0.9333
20250409,3,45,34,0.7556
20250410,3,45,37,0.8222
20250411,3,45,37,0.8222
20250412,3,45,34,0.7556
20250413,3,45,29,0.6444
20250414,3,45,32,0.7111
20250415,3,45,33,0.7333
20250416,3,45,34,0.7556
20250417,3,45,37,0.8222
20250418,3,45,33,0.7333
20250419,3,45,26,0.5778
20250420,3,45,29,0.6444
20250421,3,45,34,0.7556
20250422,3,45,31,0.6889
20250423,3,45,36,0.8
20250424,3,45,31,0.6889
20250425,3,45,33,0.7333
20250426,3,45,27,0.6
20250427,3,45,30,0.6667
20250428,3,45,38,0.8444
20250429,3,45,39,0.8667
20250430,3,45,39,0.8667
20250501,3,45,39,0.8667
20250502,3,45,33,0.7333
20250503,3,45,28,0.6222
20250504,3,45,34,0.7556
20250505,3,45,42,0.9333
20250506,3,45,34,0.7556
20250507,3,45,36,0.8
20250508,3,45,35,0.7778
20250509,3,45,42,0.9333
20250510,3,45,30,0.6667
20250511,3,45,35,0.7778
20250512,3,45,39,0.8667
20250513,3,45,34,0.7556
20250514,3,45,40,0.8889
20250515,3,45,32,0.7111
20250516,3,45,37,0.8222
20250517,3,45,28,0.6222
20250518,3,45,27,0.6
20250519,3,45,33,0.7333
20250520,3,45,31,0.6889
20250521,3,45,35,0.7778
20250522,3,45,30,0.6667
20250523,3,45,31,0.6889
20250524,3,45,27,0.6
20250525,3,45,28,0.6222
20250526,3,45,37,0.8222
20250527,3,45,37,0.8222
20250528,3,45,38,0.8444
20250529,3,45,32,0.7111
20250530,3,45,37,0.8222
20250531,3,45,28,0.6222
20250601,3,45,29,0.6444
20250602,3,45,33,0.7333
20250603,3,45,38,0.8444
20250604,3,45,39,0.8667
20250605,3,45,38,0.8444
20250606,3,45,39,0.8667
20250607,3,45,35,0.7778
20250608,3,45,35,0.7778
20250609,3,45,43,0.9556
20250610,3,45,36,0.8
20250611,3,45,38,0.8444
20250612,3,45,42,0.9333
20250613,3,45,37,0.8222
20250614,3,45,30,0.6667
20250615,3,45,32,0.7111
20250616,3,45,32,0.7111
20250617,3,45,33,0.7333
20250618,3,45,33,0.7333
20250619,3,45,36,0.8
20250620,3,45,33,0.7333
20250621,3,45,30,0.6667
20250622,3,45,26,0.5778
20250623,3,45,28,0.6222
20250624,3,45,31,0.6889
20250625,3,45,34,0.7556
20250626,3,45,32,0.7111
20250627,3,45,35,0.7778
20250628,3,45,32,0.7111
20250629,3,45,26,0.5778
20250630,3,45,32,0.7111
20250701,3,45,34,0.7556
20250702,3,45,33,0.7333
20250703,3,45,40,0.8889
20250704,3,45,39,0.8667
20250705,3,45,30,0.6667
20250706,3,45,33,0.7333
20250707,3,45,35,0.7778
20250708,3,45,40,0.8889
20250709,3,45,42,0.9333
20250710,3,45,43,0.9556
20250711,3,45,33,0.7333
20250712,3,45,31,0.6889
20250713,3,45,35,0.7778
20250714,3,45,38,0.8444
20250715,3,45,36,0.8
20250716,3,45,31,0.6889
20250717,3,45,30,0.6667
20250718,3,45,37,0.8222
20250719,3,45,28,0.6222
20250720,3,45,26,0.5778
20250721,3,45,31,0.6889
20250722,3,45,33,0.7333
20250723,3,45,35,0.7778
20250724,3,45,32,0.7111
20250725,3,45,34,0.7556
20250726,3,45,30,0.6667
20250727,3,45,27,0.6
20250728,3,45,33,0.7333
20250729,3,45,31,0.6889
20250730,3,45,32,0.7111
20250731,3,45,32,0.7111
20250801,3,45,39,0.8667
20250802,3,45,33,0.7333
20250803,3,45,35,0.7778
20250804,3,45,39,0.8667
20250805,3,45,38,0.8444
20250806,3,45,38,0.8444
20250807,3,45,39,0.8667
20250808,3,45,43,0.9556
20250809,3,45,34,0.7556
20250810,3,45,35,0.7778
20250811,3,45,34,0.7556
20250812,3,45,34,0.7556
20250813,3,45,41,0.9111
20250814,3,45,33,0.7333
20250815,3,45,34,0.7556
20250816,3,45,29,0.6444
20250817,3,45,26,0.5778
20250818,3,45,29,0.6444
20250819,3,45,33,0.7333
20250820,3,45,32,0.7111
20250821,3,45,30,0.6667
20250822,3,45,29,0.6444
20250823,3,45,26,0.5778
20250824,3,45,31,0.6889
20250825,3,45,33,0.7333
20250826,3,45,29,0.6444
20250827,3,45,32,0.7111
20250828,3,45,34,0.7556
20250829,3,45,37,0.8222
20250830,3,45,31,0.6889
20250831,3,45,32,0.7111
20250901,3,45,36,0.8
20250902,3,45,37,0.8222
20250903,3,45,41,0.9111
20250904,3,45,36,0.8
20250905,3,45,35,0.7778
20250906,3,45,34,0.7556
20250907,3,45,34,0.7556
20250908,3,45,38,0.8444
20250909,3,45,39,0.8667
20250910,3,45,41,0.9111
20250911,3,45,42,0.9333
20250912,3,45,37,0.8222
20250913,3,45,29,0.6444
20250914,3,45,27,0.6
20250915,3,45,39,0.8667
20250916,3,45,36,0.8
20250917,3,45,33,0.7333
20250918,3,45,32,0.7111
20250919,3,45,31,0.6889
20250920,3,45,29,0.6444
20250921,3,45,30,0.6667
20250922,3,45,32,0.7111
20250923,3,45,28,0.6222
20250924,3,45,35,0.7778
20250925,3,45,33,0.7333
20250926,3,45,31,0.6889
20250927,3,45,28,0.6222
20250928,3,45,28,0.6222
20250929,3,45,31,0.6889
20250930,3,45,32,0.7111
20251001,3,45,36,0.8
20251002,3,45,34,0.7556
20251003,3,45,33,0.7333
20251004,3,45,30,0.6667
20251005,3,45,29,0.6444
20251006,3,45,40,0.8889
20251007,3,45,41,0.9111
20251008,3,45,34,0.7556
20251009,3,45,36,0.8
20251010,3,45,41,0.9111
20251011,3,45,35,0.7778
20251012,3,45,32,0.7111
20251013,3,45,36,0.8
20251014,3,45,37,0.8222
20251015,3,45,37,0.8222
20251016,3,45,38,0.8444
20251017,3,45,34,0.7556
20251018,3,45,30,0.6667
20251019,3,45,25,0.5556
20251020,3,45,36,0.8
20251021,3,45,29,0.6444
20251022,3,45,33,0.7333
20251023,3,45,36,0.8
20251024,3,45,33,0.7333
20251025,3,45,27,0.6
20251026,3,45,27,0.6
20251027,3,45,31,0.6889
20251028,3,45,34,0.7556
20251029,3,45,37,0.8222
20251030,3,45,39,0.8667
20251031,3,45,36,0.8
20251101,3,45,33,0.7333
20251102,3,45,35,0.7778
20251103,3,45,35,0.7778
20251104,3,45,35,0.7778
20251105,3,45,38,0.8444
20251106,3,45,38,0.8444
20251107,3,45,42,0.9333
20251108,3,45,31,0.6889
20251109,3,45,29,0.6444
20251110,3,45,33,0.7333
20251111,3,45,34,0.7556
20251112,3,45,39,0.8667
20251113,3,45,40,0.8889
20251114,3,45,36,0.8
20251115,3,45,29,0.6444
20251116,3,45,32,0.7111
20251117,3,45,31,0.6889
20251118,3,45,30,0.6667
20251119,3,45,36,0.8
20251120,3,45,29,0.6444
20251121,3,45,36,0.8
20251122,3,45,26,0.5778
20251123,3,45,25,0.5556
20251124,3,45,31,0.6889
20251125,3,45,33,0.7333
20251126,3,45,32,0.7111
20251127,3,45,36,0.8
20251128,3,45,31,0.6889
20251129,3,45,33,0.7333
20251130,3,45,30,0.6667
20251201,3,45,31,0.6889
20251202,3,45,35,0.7778
20251203,3,45,38,0.8444
20251204,3,45,38,0.8444
20251205,3,45,36,0.8
20251206,3,45,29,0.6444
20251207,3,45,34,0.7556
20251208,3,45,35,0.7778
20251209,3,45,42,0.9333
20251210,3,45,43,0.9556
20251211,3,45,41,0.9111
20251212,3,45,36,0.8
20251213,3,45,32,0.7111
20251214,3,45,34,0.7556
20251215,3,45,32,0.7111
20251216,3,45,36,0.8
20251217,3,45,38,0.8444
20251218,3,45,32,0.7111
20251219,3,45,29,0.6444
20251220,3,45,27,0.6
20251221,3,45,29,0.6444
20251222,3,45,33,0.7333
20251223,3,45,37,0.8222
20251224,3,45,32,0.7111
20251225,3,45,34,0.7556
20251226,3,45,31,0.6889
20251227,3,45,29,0.6444
20251228,3,45,29,0.6444
20251229,3,45,33,0.7333
20251230,3,45,37,0.8222
20251231,3,45,32,0.7111
20240101,4,30,21,0.7
20240102,4,30,23,0.7667
20240103,4,30,24,0.8
20240104,4,30,22,0.7333
20240105,4,30,23,0.7667
20240106,4,30,24,0.8
20240107,4,30,24,0.8
20240108,4,30,24,0.8
20240109,4,30,26,0.8667
20240110,4,30,22,0.7333
20240111,4,30,28,0.9333
20240112,4,30,23,0.7667
20240113,4,30,20,0.6667
20240114,4,30,21,0.7
20240115,4,30,24,0.8
20240116,4,30,24,0.8
20240117,4,30,22,0.7333
20240118,4,30,20,0.6667
20240119,4,30,24,0.8
20240120,4,30,18,0.6
20240121,4,30,19,0.6333
20240122,4,30,24,0.8
20240123,4,30,24,0.8
20240124,4,30,24,0.8
20240125,4,30,22,0.7333
20240126,4,30,24,0.8
20240127,4,30,17,0.5667
20240128,4,30,17,0.5667
20240129,4,30,23,0.7667
20240130,4,30,25,0.8333
20240131,4,30,25,0.8333
20240201,4,30,23,0.7667
20240202,4,30,23,0.7667
20240203,4,30,21,0.7
20240204,4,30,23,0.7667
20240205,4,30,24,0.8
20240206,4,30,27,0.9
20240207,4,30,23,0.7667
20240208,4,30,28,0.9333
20240209,4,30,24,0.8
20240210,4,30,22,0.7333
20240211,4,30,22,0.7333
20240212,4,30,24,0.8
20240213,4,30,26,0.8667
20240214,4,30,21,0.7
20240215,4,30,26,0.8667
20240216,4,30,26,0.8667
20240217,4,30,20,0.6667
20240218,4,30,20,0.6667
20240219,4,30,21,0.7
20240220,4,30,22,0.7333
20240221,4,30,20,0.6667
20240222,4,30,20,0.6667
20240223,4,30,24,0.8
20240224,4,30,18,0.6
20240225,4,30,19,0.6333
20240226,4,30,21,0.7
20240227,4,30,23,0.7667
20240228,4,30,23,0.7667
20240229,4,30,20,0.6667
20240301,4,30,26,0.8667
20240302,4,30,21,0.7
20240303,4,30,19,0.6333
20240304,4,30,23,0.7667
20240305,4,30,28,0.9333
20240306,4,30,23,0.7667
20240307,4,30,26,0.8667
20240308,4,30,24,0.8
20240309,4,30,20,0.6667
20240310,4,30,19,0.6333
20240311,4,30,23,0.7667
20240312,4,30,28,0.9333
20240313,4,30,23,0.7667
20240314,4,30,22,0.7333
20240315,4,30,25,0.8333
20240316,4,30,22,0.7333
20240317,4,30,19,0.6333
20240318,4,30,24,0.8
20240319,4,30,24,0.8
20240320,4,30,22,0.7333
20240321,4,30,24,0.8
20240322,4,30,19,0.6333
20240323,4,30,18,0.6
20240324,4,30,17,0.5667
20240325,4,30,22,0.7333
20240326,4,30,20,0.6667
20240327,4,30,25,0.8333
20240328,4,30,21,0.7
20240329,4,30,26,0.8667
20240330,4,30,19,0.6333
20240331,4,30,22,0.7333
20240401,4,30,27,0.9
20240402,4,30,24,0.8
20240403,4,30,22,0.7333
20240404,4,30,28,0.9333
20240405,4,30,24,0.8
20240406,4,30,23,0.7667
20240407,4,30,21,0.7
20240408,4,30,23,0.7667
20240409,4,30,22,0.7333
20240410,4,30,29,0.9667
20240411,4,30,25,0.8333
20240412,4,30,23,0.7667
20240413,4,30,19,0.6333
20240414,4,30,23,0.7667
20240415,4,30,23,0.7667
20240416,4,30,21,0.7
20240417,4,30,20,0.6667
20240418,4,30,24,0.8
20240419,4,30,19,0.6333
20240420,4,30,19,0.6333
20240421,4,30,20,0.6667
20240422,4,30,20,0.6667
20240423,4,30,24,0.8
20240424,4,30,20,0.6667
20240425,4,30,24,0.8
20240426,4,30,22,0.7333
20240427,4,30,19,0.6333
20240428,4,30,21,0.7
20240429,4,30,22,0.7333
20240430,4,30,23,0.7667
20240501,4,30,21,0.7
20240502,4,30,23,0.7667
20240503,4,30,27,0.9
20240504,4,30,23,0.7667
20240505,4,30,21,0.7
20240506,4,30,28,0.9333
20240507,4,30,29,0.9667
20240508,4,30,25,0.8333
20240509,4,30,27,0.9
20240510,4,30,23,0.7667
20240511,4,30,23,0.7667
20240512,4,30,23,0.7667
20240513,4,30,22,0.7333
20240514,4,30,26,0.8667
20240515,4,30,24,0.8
20240516,4,30,23,0.7667
20240517,4,30,24,0.8
20240518,4,30,22,0.7333
20240519,4,30,21,0.7
20240520,4,30,23,0.7667
20240521,4,30,20,0.6667
20240522,4,30,19,0.6333
20240523,4,30,23,0.7667
20240524,4,30,23,0.7667
20240525,4,30,17,0.5667
20240526,4,30,20,0.6667
20240527,4,30,24,0.8
20240528,4,30,25,0.8333
20240529,4,30,20,0.6667
20240530,4,30,22,0.7333
20240531,4,30,24,0.8
20240601,4,30,18,0.6
20240602,4,30,21,0.7
20240603,4,30,27,0.9
20240604,4,30,27,0.9
20240605,4,30,26,0.8667
20240606,4,30,22,0.7333
20240607,4,30,26,0.8667
20240608,4,30,21,0.7
20240609,4,30,24,0.8
20240610,4,30,28,0.9333
20240611,4,30,26,0.8667
20240612,4,30,27,0.9
20240613,4,30,22,0.7333
20240614,4,30,25,0.8333
20240615,4,30,20,0.6667
20240616,4,30,22,0.7333
20240617,4,30,21,0.7
20240618,4,30,22,0.7333
20240619,4,30,22,0.7333
20240620,4,30,24,0.8
20240621,4,30,23,0.7667
20240622,4,30,21,0.7
20240623,4,30,17,0.5667
20240624,4,30,20,0.6667
20240625,4,30,19,0.6333
20240626,4,30,25,0.8333
20240627,4,30,24,0.8
20240628,4,30,21,0.7
20240629,4,30,21,0.7
20240630,4,30,19,0.6333
20240701,4,30,22,0.7333
20240702,4,30,28,0.9333
20240703,4,30,25,0.8333
20240704,4,30,23,0.7667
20240705,4,30,28,0.9333
20240706,4,30,19,0.6333
20240707,4,30,22,0.7333
20240708,4,30,24,0.8
20240709,4,30,26,0.8667
20240710,4,30,22,0.7333
20240711,4,30,26,0.8667
20240712,4,30,26,0.8667
20240713,4,30,22,0.7333
20240714,4,30,20,0.6667
20240715,4,30,25,0.8333
20240716,4,30,22,0.7333
20240717,4,30,25,0.8333
20240718,4,30,24,0.8
20240719,4,30,21,0.7
20240720,4,30,20,0.6667
20240721,4,30,17,0.5667
20240722,4,30,20,0.6667
20240723,4,30,21,0.7
20240724,4,30,24,0.8
20240725,4,30,22,0.7333
20240726,4,30,20,0.6667
20240727,4,30,17,0.5667
20240728,4,30,21,0.7
20240729,4,30,24,0.8
20240730,4,30,22,0.7333
20240731,4,30,22,0.7333
20240801,4,30,24,0.8
20240802,4,30,25,0.8333
20240803,4,30,21,0.7
20240804,4,30,21,0.7
20240805,4,30,27,0.9
20240806,4,30,27,0.9
20240807,4,30,24,0.8
20240808,4,30,29,0.9667
20240809,4,30,25,0.8333
20240810,4,30,22,0.7333
20240811,4,30,24,0.8
20240812,4,30,22,0.7333
20240813,4,30,21,0.7
20240814,4,30,25,0.8333
20240815,4,30,22,0.7333
20240816,4,30,25,0.8333
20240817,4,30,20,0.6667
20240818,4,30,19,0.6333
20240819,4,30,24,0.8
20240820,4,30,21,0.7
20240821,4,30,21,0.7
20240822,4,30,19,0.6333
20240823,4,30,21,0.7
20240824,4,30,17,0.5667
20240825,4,30,16,0.5333
20240826,4,30,24,0.8
20240827,4,30,24,0.8
20240828,4,30,21,0.7
20240829,4,30,20,0.6667
20240830,4,30,21,0.7
20240831,4,30,22,0.7333
20240901,4,30,23,0.7667
20240902,4,30,21,0.7
20240903,4,30,22,0.7333
20240904,4,30,25,0.8333
20240905,4,30,26,0.8667
20240906,4,30,25,0.8333
20240907,4,30,20,0.6667
20240908,4,30,22,0.7333
20240909,4,30,26,0.8667
20240910,4,30,26,0.8667
20240911,4,30,27,0.9
20240912,4,30,22,0.7333
20240913,4,30,26,0.8667
20240914,4,30,20,0.6667
20240915,4,30,22,0.7333
20240916,4,30,23,0.7667
20240917,4,30,24,0.8
20240918,4,30,22,0.7333
20240919,4,30,22,0.7333
20240920,4,30,21,0.7
20240921,4,30,20,0.6667
20240922,4,30,17,0.5667
20240923,4,30,22,0.7333
20240924,4,30,23,0.7667
20240925,4,30,24,0.8
20240926,4,30,23,0.7667
20240927,4,30,20,0.6667
20240928,4,30,18,0.6
20240929,4,30,21,0.7
20240930,4,30,21,0.7
20241001,4,30,22,0.7333
20241002,4,30,23,0.7667
20241003,4,30,23,0.7667
20241004,4,30,28,0.9333
20241005,4,30,21,0.7
20241006,4,30,21,0.7
20241007,4,30,28,0.9333
20241008,4,30,27,0.9
20241009,4,30,26,0.8667
20241010,4,30,27,0.9
20241011,4,30,28,0.9333
20241012,4,30,21,0.7
20241013,4,30,20,0.6667
20241014,4,30,25,0.8333
20241015,4,30,23,0.7667
20241016,4,30,26,0.8667
20241017,4,30,26,0.8667
20241018,4,30,22,0.7333
20241019,4,30,17,0.5667
20241020,4,30,21,0.7
20241021,4,30,24,0.8
20241022,4,30,22,0.7333
20241023,4,30,21,0.7
20241024,4,30,23,0.7667
20241025,4,30,25,0.8333
20241026,4,30,21,0.7
20241027,4,30,18,0.6
20241028,4,30,21,0.7
20241029,4,30,21,0.7
20241030,4,30,22,0.7333
20241031,4,30,24,0.8
20241101,4,30,25,0.8333
20241102,4,30,19,0.6333
20241103,4,30,19,0.6333
20241104,4,30,22,0.7333
20241105,4,30,25,0.8333
20241106,4,30,28,0.9333
20241107,4,30,22,0.7333
20241108,4,30,27,0.9
20241109,4,30,23,0.7667
20241110,4,30,20,0.6667
20241111,4,30,28,0.9333
20241112,4,30,24,0.8
20241113,4,30,28,0.9333
20241114,4,30,23,0.7667
20241115,4,30,24,0.8
20241116,4,30,22,0.7333
20241117,4,30,20,0.6667
20241118,4,30,22,0.7333
20241119,4,30,22,0.7333
20241120,4,30,20,0.6667
20241121,4,30,22,0.7333
20241122,4,30,20,0.6667
20241123,4,30,19,0.6333
20241124,4,30,21,0.7
20241125,4,30,24,0.8
20241126,4,30,24,0.8
20241127,4,30,21,0.7
20241128,4,30,23,0.7667
20241129,4,30,25,0.8333
20241130,4,30,22,0.7333
20241201,4,30,18,0.6
20241202,4,30,25,0.8333
20241203,4,30,24,0.8
20241204,4,30,28,0.9333
20241205,4,30,28,0.9333
20241206,4,30,27,0.9
20241207,4,30,23,0.7667
20241208,4,30,22,0.7333
20241209,4,30,26,0.8667
20241210,4,30,24,0.8
20241211,4,30,27,0.9
20241212,4,30,26,0.8667
20241213,4,30,25,0.8333
20241214,4,30,20,0.6667
20241215,4,30,22,0.7333
20241216,4,30,22,0.7333
20241217,4,30,26,0.8667
20241218,4,30,23,0.7667
20241219,4,30,25,0.8333
20241220,4,30,20,0.6667
20241221,4,30,17,0.5667
20241222,4,30,19,0.6333
20241223,4,30,24,0.8
20241224,4,30,24,0.8
20241225,4,30,25,0.8333
20241226,4,30,21,0.7
20241227,4,30,23,0.7667
20241228,4,30,21,0.7
20241229,4,30,21,0.7
20241230,4,30,22,0.7333
20241231,4,30,23,0.7667
20250101,4,30,24,0.8
20250102,4,30,26,0.8667
20250103,4,30,23,0.7667
20250104,4,30,22,0.7333
20250105,4,30,24,0.8
20250106,4,30,23,0.7667
20250107,4,30,24,0.8
20250108,4,30,23,0.7667
20250109,4,30,27,0.9
20250110,4,30,25,0.8333
20250111,4,30,24,0.8
20250112,4,30,23,0.7667
20250113,4,30,28,0.9333
20250114,4,30,23,0.7667
20250115,4,30,25,0.8333
20250116,4,30,23,0.7667
20250117,4,30,24,0.8
20250118,4,30,18,0.6
20250119,4,30,18,0.6
20250120,4,30,20,0.6667
20250121,4,30,24,0.8
20250122,4,30,22,0.7333
20250123,4,30,24,0.8
20250124,4,30,23,0.7667
20250125,4,30,20,0.6667
20250126,4,30,21,0.7
20250127,4,30,20,0.6667
20250128,4,30,24,0.8
20250129,4,30,20,0.6667
20250130,4,30,23,0.7667
20250131,4,30,22,0.7333
20250201,4,30,21,0.7
20250202,4,30,20,0.6667
20250203,4,30,24,0.8
20250204,4,30,22,0.7333
20250205,4,30,23,0.7667
20250206,4,30,28,0.9333
20250207,4,30,27,0.9
20250208,4,30,21,0.7
20250209,4,30,23,0.7667
20250210,4,30,23,0.7667
20250211,4,30,25,0.8333
20250212,4,30,24,0.8
20250213,4,30,23,0.7667
20250214,4,30,23,0.7667
20250215,4,30,18,0.6
20250216,4,30,19,0.6333
20250217,4,30,22,0.7333
20250218,4,30,21,0.7
20250219,4,30,21,0.7
20250220,4,30,20,0.6667
20250221,4,30,21,0.7
20250222,4,30,20,0.6667
20250223,4,30,17,0.5667
20250224,4,30,20,0.6667
20250225,4,30,22,0.7333
20250226,4,30,24,0.8
20250227,4,30,20,0.6667
20250228,4,30,22,0.7333
20250301,4,30,23,0.7667
20250302,4,30,23,0.7667
20250303,4,30,23,0.7667
20250304,4,30,26,0.8667
20250305,4,30,24,0.8
20250306,4,30,27,0.9
20250307,4,30,29,0.9667
20250308,4,30,21,0.7
20250309,4,30,19,0.6333
20250310,4,30,26,0.8667
20250311,4,30,22,0.7333
20250312,4,30,27,0.9
20250313,4,30,26,0.8667
20250314,4,30,27,0.9
20250315,4,30,18,0.6
20250316,4,30,18,0.6
20250317,4,30,21,0.7
20250318,4,30,20,0.6667
20250319,4,30,21,0.7
20250320,4,30,19,0.6333
20250321,4,30,21,0.7
20250322,4,30,17,0.5667
20250323,4,30,16,0.5333
20250324,4,30,23,0.7667
20250325,4,30,23,0.7667
20250326,4,30,23,0.7667
20250327,4,30,25,0.8333
20250328,4,30,23,0.7667
20250329,4,30,20,0.6667
20250330,4,30,18,0.6
20250331,4,30,23,0.7667
20250401,4,30,27,0.9
20250402,4,30,22,0.7333
20250403,4,30,23,0.7667
20250404,4,30,25,0.8333
20250405,4,30,24,0.8
20250406,4,30,21,0.7
20250407,4,30,25,0.8333
20250408,4,30,24,0.8
20250409,4,30,28,0.9333
20250410,4,30,27,0.9
20250411,4,30,24,0.8
20250412,4,30,21,0.7
20250413,4,30,19,0.6333
20250414,4,30,23,0.7667
20250415,4,30,26,0.8667
20250416,4,30,25,0.8333
20250417,4,30,23,0.7667
20250418,4,30,24,0.8
20250419,4,30,20,0.6667
20250420,4,30,19,0.6333
20250421,4,30,23,0.7667
20250422,4,30,20,0.6667
20250423,4,30,22,0.7333
20250424,4,30,23,0.7667
20250425,4,30,21,0.7
20250426,4,30,20,0.6667
20250427,4,30,18,0.6
20250428,4,30,22,0.7333
20250429,4,30,21,0.7
20250430,4,30,21,0.7
20250501,4,30,26,0.8667
20250502,4,30,26,0.8667
20250503,4,30,24,0.8
20250504,4,30,24,0.8
20250505,4,30,28,0.9333
20250506,4,30,24,0.8
20250507,4,30,29,0.9667
20250508,4,30,25,0.8333
20250509,4,30,25,0.8333
20250510,4,30,24,0.8
20250511,4,30,23,0.7667
20250512,4,30,26,0.8667
20250513,4,30,22,0.7333
20250514,4,30,23,0.7667
20250515,4,30,25,0.8333
20250516,4,30,20,0.6667
20250517,4,30,19,0.6333
20250518,4,30,22,0.7333
20250519,4,30,21,0.7
20250520,4,30,22,0.7333
20250521,4,30,24,0.8
20250522,4,30,19,0.6333
20250523,4,30,24,0.8
20250524,4,30,19,0.6333
20250525,4,30,21,0.7
20250526,4,30,20,0.6667
20250527,4,30,21,0.7
20250528,4,30,24,0.8
20250529,4,30,24,0.8
20250530,4,30,22,0.7333
20250531,4,30,22,0.7333
20250601,4,30,22,0.7333
20250602,4,30,24,0.8
20250603,4,30,27,0.9
20250604,4,30,24,0.8
20250605,4,30,28,0.9333
20250606,4,30,28,0.9333
20250607,4,30,22,0.7333
20250608,4,30,23,0.7667
20250609,4,30,28,0.9333
20250610,4,30,25,0.8333
20250611,4,30,22,0.7333
20250612,4,30,23,0.7667
20250613,4,30,28,0.9333
20250614,4,30,19,0.6333
20250615,4,30,22,0.7333
20250616,4,30,20,0.6667
20250617,4,30,20,0.6667
20250618,4,30,20,0.6667
20250619,4,30,21,0.7
20250620,4,30,21,0.7
20250621,4,30,16,0.5333
20250622,4,30,18,0.6
20250623,4,30,22,0.7333
20250624,4,30,22,0.7333
20250625,4,30,21,0.7
20250626,4,30,25,0.8333
20250627,4,30,23,0.7667
20250628,4,30,19,0.6333
20250629,4,30,20,0.6667
20250630,4,30,21,0.7
20250701,4,30,25,0.8333
20250702,4,30,25,0.8333
20250703,4,30,27,0.9
20250704,4,30,25,0.8333
20250705,4,30,21,0.7
20250706,4,30,22,0.7333
20250707,4,30,26,0.8667
20250708,4,30,23,0.7667
20250709,4,30,26,0.8667
20250710,4,30,24,0.8
20250711,4,30,23,0.7667
20250712,4,30,24,0.8
20250713,4,30,22,0.7333
20250714,4,30,24,0.8
20250715,4,30,21,0.7
20250716,4,30,20,0.6667
20250717,4,30,26,0.8667
20250718,4,30,25,0.8333
20250719,4,30,18,0.6
20250720,4,30,18,0.6
20250721,4,30,21,0.7
20250722,4,30,20,0.6667
20250723,4,30,22,0.7333
20250724,4,30,22,0.7333
20250725,4,30,22,0.7333
20250726,4,30,21,0.7
20250727,4,30,17,0.5667
20250728,4,30,24,0.8
20250729,4,30,22,0.7333
20250730,4,30,24,0.8
20250731,4,30,25,0.8333
20250801,4,30,23,0.7667
20250802,4,30,22,0.7333
20250803,4,30,24,0.8
20250804,4,30,24,0.8
20250805,4,30,27,0.9
20250806,4,30,22,0.7333
20250807,4,30,25,0.8333
20250808,4,30,24,0.8
20250809,4,30,22,0.7333
20250810,4,30,19,0.6333
20250811,4,30,23,0.7667
20250812,4,30,25,0.8333
20250813,4,30,21,0.7
20250814,4,30,25,0.8333
20250815,4,30,23,0.7667
20250816,4,30,21,0.7
20250817,4,30,22,0.7333
20250818,4,30,20,0.6667
20250819,4,30,24,0.8
20250820,4,30,20,0.6667
20250821,4,30,23,0.7667
20250822,4,30,22,0.7333
20250823,4,30,19,0.6333
20250824,4,30,19,0.6333
20250825,4,30,23,0.7667
20250826,4,30,25,0.8333
20250827,4,30,21,0.7
20250828,4,30,20,0.6667
20250829,4,30,26,0.8667
20250830,4,30,20,0.6667
20250831,4,30,21,0.7
20250901,4,30,24,0.8
20250902,4,30,24,0.8
20250903,4,30,28,0.9333
20250904,4,30,24,0.8
20250905,4,30,24,0.8
20250906,4,30,24,0.8
20250907,4,30,22,0.7333
20250908,4,30,28,0.9333
20250909,4,30,28,0.9333
20250910,4,30,24,0.8
20250911,4,30,26,0.8667
20250912,4,30,24,0.8
20250913,4,30,22,0.7333
20250914,4,30,20,0.6667
20250915,4,30,23,0.7667
20250916,4,30,21,0.7
20250917,4,30,21,0.7
20250918,4,30,21,0.7
20250919,4,30,22,0.7333
20250920,4,30,16,0.5333
20250921,4,30,18,0.6
20250922,4,30,22,0.7333
20250923,4,30,22,0.7333
20250924,4,30,21,0.7
20250925,4,30,24,0.8
20250926,4,30,25,0.8333
20250927,4,30,19,0.6333
20250928,4,30,18,0.6
20250929,4,30,21,0.7
20250930,4,30,26,0.8667
20251001,4,30,21,0.7
20251002,4,30,23,0.7667
20251003,4,30,26,0.8667
20251004,4,30,19,0.6333
20251005,4,30,21,0.7
20251006,4,30,25,0.8333
20251007,4,30,22,0.7333
20251008,4,30,26,0.8667
20251009,4,30,27,0.9
20251010,4,30,25,0.8333
20251011,4,30,23,0.7667
20251012,4,30,23,0.7667
20251013,4,30,21,0.7
20251014,4,30,22,0.7333
20251015,4,30,23,0.7667
20251016,4,30,26,0.8667
20251017,4,30,24,0.8
20251018,4,30,22,0.7333
20251019,4,30,18,0.6
20251020,4,30,20,0.6667
20251021,4,30,24,0.8
20251022,4,30,21,0.7
20251023,4,30,23,0.7667
20251024,4,30,24,0.8
20251025,4,30,19,0.6333
20251026,4,30,21,0.7
20251027,4,30,25,0.8333
20251028,4,30,25,0.8333
20251029,4,30,20,0.6667
20251030,4,30,26,0.8667
20251031,4,30,25,0.8333
20251101,4,30,21,0.7
20251102,4,30,19,0.6333
